City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Wattegama,LK,2021-06-13 21:34:54,6.7989,81.4808,76.12,73,100,10.02
296,Komsomolskiy,UZ,2021-06-13 21:34:54,40.4272,71.7189,69.22,52,3,2.3
297,Barcelos,PT,2021-06-13 21:30:58,41.5388,-8.6151,73.85,86,75,5.06
298,Paamiut,GL,2021-06-13 21:25:01,61.994,-49.6678,38.16,89,46,13.42
299,Port Antonio,JM,2021-06-13 21:34:55,18.18,-76.4612,86.92,76,100,13.65
300,Barrow,US,2021-06-13 21:34:55,71.2906,-156.7887,35.62,93,90,12.66
301,Kruisfontein,ZA,2021-06-13 21:34:56,-34.0033,24.7314,52.88,88,37,7.02
302,Manavalakurichi,IN,2021-06-13 21:34:56,8.1333,77.3,78.89,86,100,14.81
303,Mahon,ES,2021-06-13 21:34:57,39.8885,4.2658,73.96,60,0,3.44
304,High Level,CA,2021-06-13 21:34:57,58.5169,-117.136,75.31,29,75,5.75
305,Imbituba,BR,2021-06-13 21:34:57,-28.24,-48.6703,62.49,83,0,4.94
306,Rudbar,AF,2021-06-13 21:30:25,30.15,62.6,90.93,10,0,9.8
307,Yaan,NG,2021-06-13 21:25:13,7.3833,8.5667,79.21,76,68,3.36
308,Kharp,RU,2021-06-13 21:34:58,66.8014,65.8081,60.78,76,59,3.98
309,Stornoway,GB,2021-06-13 21:34:59,58.2093,-6.3865,55.92,82,75,11.5
310,Bambous Virieux,MU,2021-06-13 21:34:59,-20.3428,57.7575,74.21,73,40,16.11
311,Maua,BR,2021-06-13 21:35:00,-23.6678,-46.4614,57.0,93,1,7.25
312,Lubana,LV,2021-06-13 21:35:00,56.9,26.7167,50.88,97,57,7.05
313,Price,US,2021-06-13 21:35:00,39.5994,-110.8107,94.71,4,1,11.5
314,Victoria,HK,2021-06-13 21:33:32,22.2855,114.1577,84.38,89,100,11.01
315,Havre,FR,2021-06-13 21:31:40,49.5833,0.3333,64.17,72,0,6.91
316,Chernaya Kholunitsa,RU,2021-06-13 21:35:01,58.8511,51.7154,57.92,97,53,6.26
317,Santa Isabel Do Rio Negro,BR,2021-06-13 21:35:01,-0.4139,-65.0192,76.87,93,82,2.51
318,Karauli,IN,2021-06-13 21:35:02,26.5,77.0167,91.56,43,19,6.93
319,San Jose,US,2021-06-13 21:34:56,37.3394,-121.895,86.72,49,20,1.99
320,Nouadhibou,MR,2021-06-13 21:35:02,20.931,-17.0347,69.78,78,69,23.02
321,Hambantota,LK,2021-06-13 21:31:44,6.1241,81.1185,77.34,100,75,4.61
322,Alappuzha,IN,2021-06-13 21:35:03,9.49,76.3264,80.31,84,100,17.6
323,Corbelia,BR,2021-06-13 21:30:05,-24.7989,-53.3067,63.75,79,0,2.24
324,Dingle,PH,2021-06-13 21:25:31,10.9995,122.6711,75.79,90,91,0.65
325,San Quintin,MX,2021-06-13 21:35:04,30.4833,-115.95,71.55,66,3,17.34
326,Kumluca,TR,2021-06-13 21:35:04,36.3703,30.2869,72.41,70,35,2.62
327,Piacabucu,BR,2021-06-13 21:31:15,-10.4056,-36.4344,75.13,85,49,6.44
328,Aden,YE,2021-06-13 21:35:04,12.7794,45.0367,90.32,54,81,5.7
329,Lichinga,MZ,2021-06-13 21:35:05,-13.3128,35.2406,53.69,71,0,3.18
330,Loralai,PK,2021-06-13 21:35:05,30.3705,68.598,79.36,49,0,9.82
331,Camapua,BR,2021-06-13 21:35:06,-19.5314,-54.0439,69.1,50,0,5.06
332,Fomboni,KM,2021-06-13 21:35:06,-12.28,43.7425,78.08,68,4,15.7
333,Naze,JP,2021-06-13 21:30:23,28.3667,129.4833,74.84,86,100,4.18
334,Florianopolis,BR,2021-06-13 21:33:22,-27.6146,-48.5012,61.63,69,0,4.61
335,Tuktoyaktuk,CA,2021-06-13 21:35:07,69.4541,-133.0374,35.6,100,90,8.05
336,Hammerfest,NO,2021-06-13 21:35:07,70.6634,23.6821,45.05,87,75,24.16
337,Ushtobe,KZ,2021-06-13 21:35:08,45.2514,77.9838,55.87,41,0,11.18
338,Sisophon,KH,2021-06-13 21:35:08,13.5859,102.9737,75.58,89,100,4.61
339,Peace River,CA,2021-06-13 21:30:15,56.2501,-117.286,77.31,23,75,11.5
340,Whitehorse,CA,2021-06-13 21:30:15,60.7161,-135.0538,63.1,54,75,5.01
341,Niagara Falls,CA,2021-06-13 21:35:09,43.1001,-79.0663,83.5,57,1,8.05
342,Porto Empedocle,IT,2021-06-13 21:35:09,37.2934,13.5264,71.91,68,4,6.26
343,Buta,CD,2021-06-13 21:35:10,2.7858,24.73,72.99,84,100,2.28
344,Novyy Urengoy,RU,2021-06-13 21:35:10,66.0833,76.6333,63.43,60,71,8.14
345,Beidao,CN,2021-06-13 21:35:10,34.5686,105.8933,64.15,87,100,7.92
346,Port Elizabeth,ZA,2021-06-13 21:34:40,-33.918,25.5701,59.29,82,40,14.97
347,Koutsouras,GR,2021-06-13 21:35:11,35.0339,25.9469,71.76,70,56,4.92
348,Ranong,TH,2021-06-13 21:35:12,9.9658,98.6348,78.51,90,100,8.75
349,San Jeronimo,PE,2021-06-13 21:31:03,-11.9472,-75.2829,55.04,66,30,6.44
350,Marion,US,2021-06-13 21:33:08,39.7684,-86.1555,88.79,46,20,14.97
351,Sao Filipe,CV,2021-06-13 21:25:12,14.8961,-24.4956,75.67,85,96,6.91
352,Brandon,US,2021-06-13 21:30:59,27.9378,-82.2859,90.23,75,90,1.99
353,Doha,QA,2021-06-13 21:34:12,25.2867,51.5333,89.58,25,0,4.61
354,Coquimbo,CL,2021-06-13 21:32:02,-29.9533,-71.3436,56.93,71,75,8.05
355,Bandarbeyla,SO,2021-06-13 21:35:13,9.4942,50.8122,78.6,78,97,30.06
356,Dhidhdhoo,MV,2021-06-13 21:35:13,6.8833,73.1,83.23,72,88,19.1
357,Daru,PG,2021-06-13 21:25:18,-9.0763,143.2092,77.85,90,58,7.31
358,Puerto Baquerizo Moreno,EC,2021-06-13 21:29:48,-0.9,-89.6,72.59,88,75,5.75
359,Touros,BR,2021-06-13 21:30:35,-5.1989,-35.4608,79.7,76,63,14.74
360,Lake Charles,US,2021-06-13 21:35:15,30.2131,-93.2044,100.38,47,40,3.44
361,Nuevo Progreso,MX,2021-06-13 21:35:15,23.1667,-97.95,89.6,64,80,7.0
362,Maralal,KE,2021-06-13 21:35:15,1.0968,36.698,57.52,71,12,5.23
363,Kizukuri,JP,2021-06-13 21:35:16,40.8061,140.3861,66.11,88,97,0.4
364,Kamina,CD,2021-06-13 21:35:16,-8.7386,24.9906,60.8,48,8,3.44
365,Zhuhai,CN,2021-06-13 21:31:00,22.2769,113.5678,84.11,89,40,14.97
366,Quang Ngai,VN,2021-06-13 21:32:54,15.1167,108.8,78.91,70,100,3.71
367,Umm Lajj,SA,2021-06-13 21:35:17,25.0213,37.2685,92.35,30,0,5.26
368,Zaraza,VE,2021-06-13 21:35:18,9.3503,-65.3245,87.03,49,20,7.67
369,Oxelosund,SE,2021-06-13 21:35:18,58.6706,17.1015,57.52,66,0,4.61
370,Port Hedland,AU,2021-06-13 21:35:19,-20.3167,118.5667,62.65,72,9,6.91
371,Hamilton,US,2021-06-13 21:32:11,39.1834,-84.5333,89.55,57,75,10.36
372,Pijijiapan,MX,2021-06-13 21:35:19,15.7011,-93.23,84.4,78,97,4.72
373,Yenagoa,NG,2021-06-13 21:35:20,4.9247,6.2642,76.35,87,36,3.44
374,Solnechnyy,RU,2021-06-13 21:35:20,50.7214,136.6319,56.62,58,2,3.38
375,The Valley,AI,2021-06-13 21:35:20,18.217,-63.0578,84.06,74,20,14.97
376,Zyryanka,RU,2021-06-13 21:35:21,65.75,150.85,71.31,30,20,7.96
377,Puerto Del Rosario,ES,2021-06-13 21:35:21,28.5004,-13.8627,69.55,73,75,18.41
378,Ilebo,CD,2021-06-13 21:35:21,-4.3167,20.5833,73.17,44,40,1.99
379,Le Moule,GP,2021-06-13 21:35:22,16.3332,-61.3473,84.24,71,46,14.47
380,Nynashamn,SE,2021-06-13 21:35:22,58.9034,17.9479,55.94,85,7,8.61
381,Brodokalmak,RU,2021-06-13 21:35:23,55.5748,62.082,56.3,59,45,8.43
382,Tairua,NZ,2021-06-13 21:35:23,-37.0167,175.85,59.09,96,99,9.08
383,Walvis Bay,NA,2021-06-13 21:35:23,-22.9575,14.5053,68.95,28,20,12.66
384,Parrita,CR,2021-06-13 21:34:24,9.5201,-84.3225,85.77,74,99,5.64
385,Vardo,NO,2021-06-13 21:35:24,70.3705,31.1107,46.6,78,100,10.31
386,Bassano,CA,2021-06-13 21:35:25,50.7834,-112.4685,84.96,27,97,15.26
387,Tambacounda,SN,2021-06-13 21:35:25,13.7539,-13.7586,89.65,55,0,6.91
388,Mount Isa,AU,2021-06-13 21:35:26,-20.7333,139.5,51.57,37,79,0.0
389,Pacific Grove,US,2021-06-13 21:35:26,36.6177,-121.9166,88.14,74,1,1.99
390,Glencoe,ZA,2021-06-13 21:35:27,-28.1783,30.147,50.56,36,13,4.36
391,Bourail,NC,2021-06-13 21:35:27,-21.5667,165.4833,74.17,67,59,2.84
392,Inuvik,CA,2021-06-13 21:31:07,68.3499,-133.7218,49.21,87,90,8.05
393,Pangkalanbuun,ID,2021-06-13 21:35:27,-2.6833,111.6167,73.35,99,67,2.59
394,Rangia,IN,2021-06-13 21:35:28,26.4667,91.6333,75.15,83,96,4.16
395,Da Nang,VN,2021-06-13 21:35:28,16.0678,108.2208,84.18,58,20,6.91
396,Casablanca,MA,2021-06-13 21:34:48,33.5928,-7.6192,69.33,64,0,11.01
397,Ancud,CL,2021-06-13 21:35:29,-41.8697,-73.8203,44.13,74,9,8.28
398,Petropavlovsk-Kamchatskiy,RU,2021-06-13 21:35:29,53.0452,158.6483,45.19,100,75,2.24
399,Aanekoski,FI,2021-06-13 21:35:30,62.6946,25.818,51.87,90,29,8.32
400,Sur,OM,2021-06-13 21:35:30,22.5667,59.5289,89.01,59,0,4.03
401,Shagamu,NG,2021-06-13 21:35:30,6.8432,3.6478,82.18,84,44,4.07
402,Svetlyy,RU,2021-06-13 21:35:31,54.675,20.1347,51.85,90,6,5.55
403,Igrim,RU,2021-06-13 21:35:31,63.1906,64.4162,65.37,55,74,5.93
404,Takab,IR,2021-06-13 21:35:32,36.4009,47.1133,54.45,36,0,3.96
405,Ixtapa,MX,2021-06-13 21:35:32,20.7,-105.2,83.43,74,90,11.5
406,Nanakuli,US,2021-06-13 21:35:32,21.3906,-158.1547,82.35,61,90,9.22
407,Montecristo,CO,2021-06-13 21:35:33,8.2971,-74.4733,81.03,92,100,1.52
408,Belmonte,BR,2021-06-13 21:30:54,-15.8631,-38.8828,73.9,74,96,14.12
409,Cheremukhovo,RU,2021-06-13 21:35:33,60.3484,59.9851,57.22,91,99,4.92
410,Flin Flon,CA,2021-06-13 21:35:34,54.7682,-101.865,76.84,31,20,13.8
411,Egvekinot,RU,2021-06-13 21:29:28,66.3167,-179.1667,39.09,67,60,5.73
412,Mount Gambier,AU,2021-06-13 21:35:34,-37.8333,140.7667,48.11,87,57,5.75
413,Ola,RU,2021-06-13 21:35:35,59.5833,151.2833,53.06,55,72,3.09
414,Angoche,MZ,2021-06-13 21:35:35,-16.2325,39.9086,68.61,84,0,7.81
415,Mount Pleasant,US,2021-06-13 21:32:09,32.7941,-79.8626,80.98,81,75,1.01
416,Vagur,FO,2021-06-13 21:35:35,61.4732,-6.8119,48.11,88,100,27.11
417,Campos Novos,BR,2021-06-13 21:35:36,-27.4017,-51.225,49.75,84,0,4.92
418,Skegness,GB,2021-06-13 21:33:51,53.1436,0.3363,71.82,83,85,10.29
419,Te Anau,NZ,2021-06-13 21:29:59,-45.4167,167.7167,49.3,95,90,1.28
420,Swansea,GB,2021-06-13 21:33:24,51.6208,-3.9432,67.62,84,57,1.99
421,Yulara,AU,2021-06-13 21:35:37,-25.2406,130.9889,51.64,82,75,8.05
422,Porgera,PG,2021-06-13 21:35:37,-5.4667,143.2,45.5,94,93,1.48
423,Heihe,CN,2021-06-13 21:35:38,50.2441,127.4902,59.58,72,50,4.61
424,Pangnirtung,CA,2021-06-13 21:35:38,66.1451,-65.7125,37.17,95,98,1.5
425,Ketchikan,US,2021-06-13 21:29:25,55.3422,-131.6461,64.87,63,40,9.22
426,Lompoc,US,2021-06-13 21:35:39,34.6391,-120.4579,84.69,75,1,14.97
427,Padang,ID,2021-06-13 21:31:07,-0.9492,100.3543,77.77,84,49,4.61
428,Anloga,GH,2021-06-13 21:35:39,5.7947,0.8973,82.62,79,20,11.65
429,Gerga,RU,2021-06-13 21:35:40,42.3465,47.9633,65.84,80,100,7.02
430,East London,ZA,2021-06-13 21:35:40,-33.0153,27.9116,65.12,61,91,12.57
431,Vao,NC,2021-06-13 21:35:40,-22.6667,167.4833,73.65,82,99,6.2
432,Sistranda,NO,2021-06-13 21:35:41,63.7256,8.834,54.9,87,100,35.32
433,Buraydah,SA,2021-06-13 21:35:41,26.326,43.975,90.05,17,0,9.71
434,Zhigansk,RU,2021-06-13 21:31:17,66.7697,123.3711,52.16,83,100,1.83
435,Mareeba,AU,2021-06-13 21:32:13,-17.0,145.4333,68.72,97,56,1.77
436,Soyo,AO,2021-06-13 21:35:42,-6.1349,12.3689,76.23,87,3,8.99
437,Lashio,MM,2021-06-13 21:30:56,22.9333,97.75,69.33,99,98,1.01
438,Mali,GN,2021-06-13 21:35:43,12.079,-12.2982,69.12,87,100,5.82
439,Sukhumi,GE,2021-06-13 21:35:43,43.0033,41.0153,62.8,85,0,5.82
440,Makakilo City,US,2021-06-13 21:35:43,21.3469,-158.0858,80.92,57,90,9.22
441,Chernukha,RU,2021-06-13 21:35:39,55.5974,43.7556,58.14,97,51,5.7
442,Rassvet,RU,2021-06-13 21:35:44,46.8333,40.75,64.99,96,6,4.7
443,Huron,US,2021-06-13 21:35:44,41.1501,-82.5499,82.42,57,22,12.01
444,Pisco,PE,2021-06-13 21:31:20,-13.7,-76.2167,66.25,72,0,10.36
445,Kahului,US,2021-06-13 21:35:45,20.8947,-156.47,81.66,72,40,19.57
446,Gondanglegi,ID,2021-06-13 21:35:45,-7.7479,112.0132,74.28,92,100,5.21
447,Pachino,IT,2021-06-13 21:35:46,36.7186,15.0907,66.24,66,5,10.65
448,Moose Jaw,CA,2021-06-13 21:35:46,50.4001,-105.5344,79.29,18,38,4.61
449,Amazar,RU,2021-06-13 21:35:46,53.858,120.875,58.82,98,100,2.48
450,Uvat,RU,2021-06-13 21:35:47,59.1433,68.8953,58.82,70,87,4.43
451,Antsohihy,MG,2021-06-13 21:35:47,-14.8796,47.9875,71.96,91,91,3.15
452,Serebryansk,KZ,2021-06-13 21:35:48,49.6925,83.2892,40.55,92,2,2.71
453,Inta,RU,2021-06-13 21:35:48,66.0317,60.1659,57.67,81,5,7.38
454,Mehndawal,IN,2021-06-13 21:35:49,26.9753,83.1117,77.5,92,100,11.43
455,Vanimo,PG,2021-06-13 21:35:49,-2.6741,141.3028,78.1,91,52,4.65
456,Santa Cruz,BO,2021-06-13 21:31:32,-17.8,-63.1667,77.05,47,1,10.36
457,Chunhuhub,MX,2021-06-13 21:35:50,19.55,-88.6833,73.15,98,100,1.1
458,Esfarayen,IR,2021-06-13 21:35:50,37.0765,57.5101,73.06,35,0,4.74
459,Upington,ZA,2021-06-13 21:35:50,-28.4478,21.2561,66.58,30,16,10.36
460,Muncar,ID,2021-06-13 21:35:51,-8.4333,114.3333,76.62,90,60,2.55
461,Balkanabat,TM,2021-06-13 21:35:51,39.5108,54.3671,83.14,39,0,9.17
462,Halen,BE,2021-06-13 21:35:52,50.9487,5.1122,66.22,64,4,2.3
463,Ilulissat,GL,2021-06-13 21:31:02,69.2167,-51.1,37.42,75,75,4.61
464,Anqing,CN,2021-06-13 21:35:52,30.5092,117.0506,78.1,91,94,3.36
465,Manyana,BW,2021-06-13 21:35:53,-23.4,21.7167,55.53,39,15,5.28
466,Rio Gallegos,AR,2021-06-13 21:35:53,-51.6226,-69.2181,37.45,75,0,13.8
467,Chatra,IN,2021-06-13 21:35:54,24.2167,84.8667,76.98,94,100,2.51
468,Velikiy Ustyug,RU,2021-06-13 21:35:54,60.7644,46.3106,57.88,98,70,4.38
469,Ishigaki,JP,2021-06-13 21:35:54,24.3448,124.1572,82.53,94,40,9.22
470,Ghanzi,BW,2021-06-13 21:35:55,-21.5667,21.7833,54.43,38,3,4.43
471,Castlegar,CA,2021-06-13 21:35:55,49.2998,-117.6689,79.11,48,96,3.06
472,Sinnamary,GF,2021-06-13 21:31:50,5.3833,-52.95,78.71,86,59,6.8
473,Vestmanna,FO,2021-06-13 21:32:38,62.1564,-7.1664,47.32,100,90,16.11
474,Aiken,US,2021-06-13 21:35:56,33.5835,-81.5998,85.32,68,90,10.36
475,Esqueda,MX,2021-06-13 21:35:56,30.7167,-109.5833,104.49,7,1,5.35
476,Biltine,TD,2021-06-13 21:31:40,14.5333,20.9167,90.21,28,100,4.41
477,Jiangyou,CN,2021-06-13 21:35:57,31.7667,104.7167,74.46,88,99,2.82
478,Haysville,US,2021-06-13 21:35:57,37.5645,-97.3523,93.69,44,1,9.22
479,Tigil,RU,2021-06-13 21:35:58,57.8,158.6667,60.31,50,0,5.68
480,Marawi,PH,2021-06-13 21:35:58,7.9986,124.2928,65.64,93,28,2.98
481,Rosario,AR,2021-06-13 21:32:14,-32.9468,-60.6393,68.95,60,0,1.01
482,Baturaja,ID,2021-06-13 21:35:58,-4.1333,104.1667,72.77,98,86,2.95
483,Dudinka,RU,2021-06-13 21:32:20,69.4058,86.1778,46.85,73,79,12.84
484,Zaranj,AF,2021-06-13 21:35:59,30.9667,61.8833,91.36,12,0,17.18
485,San Angelo,US,2021-06-13 21:35:24,31.4638,-100.437,100.94,32,1,1.99
486,Ballymena,GB,2021-06-13 21:36:00,54.8636,-6.2763,62.83,98,79,5.46
487,Puerto Escondido,MX,2021-06-13 21:36:00,15.85,-97.0667,86.83,54,40,5.75
488,Keetmanshoop,NA,2021-06-13 21:36:01,-26.5833,18.1333,61.72,31,9,5.75
489,Severnyy,RU,2021-06-13 21:36:01,50.677,36.5532,60.84,94,0,6.71
490,Emerald,AU,2021-06-13 21:32:41,-23.5333,148.1667,66.34,100,90,3.44
491,Amapa,BR,2021-06-13 21:30:59,1.0,-52.0,74.48,95,100,0.72
492,Safaga,EG,2021-06-13 21:36:02,26.7292,33.9365,87.75,42,0,16.35
493,Half Moon Bay,US,2021-06-13 21:36:02,37.4636,-122.4286,86.81,61,20,10.36
494,Umaria,IN,2021-06-13 21:36:03,23.5333,80.8333,81.36,71,100,4.65
495,Vung Tau,VN,2021-06-13 21:36:03,10.346,107.0843,80.67,83,100,9.84
496,Shimoda,JP,2021-06-13 21:36:03,34.6667,138.95,68.11,79,100,2.37
497,Antalaha,MG,2021-06-13 21:36:04,-14.9003,50.2788,69.78,93,14,3.69
498,Udachnyy,RU,2021-06-13 21:36:04,66.4167,112.4,43.25,89,100,19.64
499,Denpasar,ID,2021-06-13 21:36:05,-8.65,115.2167,78.46,94,40,5.75
500,Adrar,MR,2021-06-13 21:30:21,20.5022,-10.0711,98.69,13,81,11.72
501,Ratnagiri,IN,2021-06-13 21:36:05,16.9833,73.3,79.63,89,100,14.99
502,Myitkyina,MM,2021-06-13 21:36:06,25.3833,97.4,75.2,99,84,1.01
503,Winslow,US,2021-06-13 21:36:06,35.0242,-110.6974,104.18,4,1,5.99
504,Sompeta,IN,2021-06-13 21:36:06,18.9333,84.6,82.76,79,100,6.69
505,Tevriz,RU,2021-06-13 21:36:07,57.509,72.4042,60.55,73,62,3.09
506,Qasigiannguit,GL,2021-06-13 21:36:07,68.8193,-51.1922,37.65,86,99,4.32
507,Palembang,ID,2021-06-13 21:31:51,-2.9167,104.7458,74.8,95,96,3.69
508,Narodychi,UA,2021-06-13 21:36:08,51.2029,29.0823,54.64,92,99,6.89
509,Nacala,MZ,2021-06-13 21:32:04,-14.5428,40.6728,65.37,90,10,6.55
510,Waddan,LY,2021-06-13 21:31:50,29.1614,16.139,75.52,38,0,13.71
511,Manavgat,TR,2021-06-13 21:36:09,36.7867,31.4431,75.83,79,35,2.37
512,Camacha,PT,2021-06-13 21:36:09,33.0833,-16.3333,66.96,77,40,11.5
513,Zharkent,KZ,2021-06-13 21:36:10,44.1628,80.0,55.8,35,47,3.33
514,Gilgit,PK,2021-06-13 21:36:10,35.9221,74.3087,71.58,53,100,5.17
515,Takefu,JP,2021-06-13 21:36:10,35.9039,136.1669,69.46,94,100,3.85
516,Kampot,KH,2021-06-13 21:36:11,10.6167,104.1833,84.25,86,83,5.75
517,Borogontsy,RU,2021-06-13 21:36:11,62.6683,131.1683,57.38,46,23,6.42
518,Crestview,US,2021-06-13 21:36:12,30.7621,-86.5705,94.95,50,75,4.61
519,Shemursha,RU,2021-06-13 21:36:12,54.8866,47.5189,59.49,95,89,6.11
520,Nemuro,JP,2021-06-13 21:36:13,43.3236,145.575,50.2,98,95,6.87
521,Okhotsk,RU,2021-06-13 21:36:13,59.3833,143.3,49.41,66,52,10.51
522,Bom Jesus Da Lapa,BR,2021-06-13 21:36:13,-13.255,-43.4181,81.99,45,100,8.81
523,Jesup,US,2021-06-13 21:36:14,31.6074,-81.8854,85.93,58,40,0.0
524,Olafsvik,IS,2021-06-13 21:36:14,64.8945,-23.7142,40.57,80,98,27.6
525,Kenora,CA,2021-06-13 21:36:15,49.8167,-94.4337,77.97,31,75,16.11
526,Dokka,NO,2021-06-13 21:36:15,60.84,10.0618,58.06,71,100,3.8
527,Nimbahera,IN,2021-06-13 21:36:16,24.6167,74.6833,87.1,54,29,14.94
528,Henties Bay,NA,2021-06-13 21:36:16,-22.116,14.2845,62.85,61,11,8.39
529,Phillaur,IN,2021-06-13 21:36:16,31.0292,75.7842,85.08,65,94,3.24
530,Sonder Bjert,DK,2021-06-13 21:36:17,55.4527,9.5674,57.78,94,1,6.91
531,Alyangula,AU,2021-06-13 21:36:17,-13.8483,136.4192,64.27,94,48,3.44
532,Estelle,US,2021-06-13 21:34:03,29.8458,-90.1067,98.01,55,90,5.75
533,Ucluelet,CA,2021-06-13 21:35:19,48.9329,-125.5528,68.09,86,79,1.01
534,Manali,IN,2021-06-13 21:36:18,13.1667,80.2667,86.09,68,100,18.14
535,Grand-Lahou,CI,2021-06-13 21:36:18,5.1367,-5.0242,79.02,87,73,8.7
536,Kapit,MY,2021-06-13 21:36:19,2.0167,112.9333,72.16,95,93,1.12
537,Iskateley,RU,2021-06-13 21:36:19,67.6803,53.1512,65.46,48,96,12.35
538,Desaguadero,PE,2021-06-13 21:36:20,-16.5656,-69.0417,47.86,30,1,10.04
