City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
546,Muscle Shoals,US,84.06,clear sky,34.7448,-87.6675,Microtel Inn & Suites by Wyndham Tuscumbia/Muscle Shoals
550,Kuchinarai,TH,75.51,scattered clouds,16.541,104.05,โรงแรมแสงชัย
551,Fuerte Olimpo,PY,69.55,few clouds,-21.0415,-57.8738,Hospedaje DAMI
554,Antibes,FR,74.68,few clouds,43.5624,7.1278,"ROYAL ANTIBES Luxury Hotel, Residence, Beach & Spa"
555,Sinnamary,GF,78.42,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
560,Bata,GQ,77.04,light rain,1.8639,9.7658,Hotel Elik Melen
561,Ixtapa,MX,84.22,overcast clouds,20.7,-105.2,Hotel Plaza Providencia
567,Shenjiamen,CN,76.19,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
568,Manono,CD,68.52,overcast clouds,-7.3,27.4167,Hotel hewa bora
573,San Andres,CO,82.42,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
576,Vanderhoof,CA,65.46,light rain,54.0166,-124.0198,Vanderhoof Inn
577,Port Said,EG,73.87,clear sky,31.2565,32.2841,Aracan Hotel
579,Ocos,GT,83.32,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
580,Manggar,ID,80.42,overcast clouds,-2.8833,108.2667,Guest Hotel
581,Pokhara,NP,70.88,overcast clouds,28.2333,83.9833,Butterfly Lodge
586,Bat Khela,PK,73.89,clear sky,34.6167,71.9714,Electric and pipe fitting
587,Huilong,CN,78.04,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
589,Jingdezhen,CN,79.83,overcast clouds,29.2947,117.2079,Garden Hotel
590,Lexington Park,US,80.28,few clouds,38.2668,-76.4538,TownePlace Suites by Marriott Lexington Park Patuxent River Naval Air Station
591,Alta Floresta,BR,80.06,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
592,Polson,US,76.48,scattered clouds,47.6936,-114.1632,Americas Best Value Port Polson Inn
597,Amnat Charoen,TH,76.24,broken clouds,15.9167,104.75,หอพักนักศึกษา
598,Imeni Poliny Osipenko,RU,68.07,overcast clouds,52.4201,136.4853,Yubileynaya
600,Baglan,AF,69.42,clear sky,36.1307,68.7083,Habibullah MOsazai
603,Kaberamaido,UG,66.24,overcast clouds,1.7389,33.1594,"Little Orchard, Kaberamaido"
604,Veraval,IN,84.45,broken clouds,20.9,70.3667,Lords Inn Somnath
605,Gimli,CA,83.43,clear sky,50.6336,-96.9907,Lakeview Gimli Resort
610,Ranong,TH,80.06,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
611,Oussouye,SN,81.18,overcast clouds,12.485,-16.5469,Auberge du Routard
612,Evinayong,GQ,68.38,broken clouds,1.4368,10.5512,Hotel Don Patricio
613,Shiraz,IR,80.04,clear sky,29.6036,52.5388,Kowsar Hotel
616,Waingapu,ID,73.98,clear sky,-9.6567,120.2641,Pondok Wisata Elim
619,East Bethel,US,82.96,scattered clouds,45.3194,-93.2025,Norquist Camp Ground
620,Jiazi,CN,82.69,light rain,22.8779,116.067,Hotel Jin Hao
621,Kerema,PG,80.8,light rain,-7.9631,145.7785,Frena Lodge
622,Nanakuli,US,84.15,overcast clouds,21.3906,-158.1547,Camp Pālehua
623,Canutama,BR,76.23,broken clouds,-6.5339,-64.3831,Hotel Jhennifer
626,Eyl,SO,77.95,overcast clouds,7.9803,49.8164,Amiin Hotel
